"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1833515844992963053","Tue Sep 10 14:40:17 +0000 2024","13659","🇮🇩 Melihat potensi Rizky Ridho di Timnas hingga hari ini. Berharap doi bermain abroad di luar negeri. Selalu menjadi starter di dua laga awal Kualifikasi Piala Dunia 2026 R3. Cara bermain yang improve pengambilan keputusan yang tepat kokoh di lini pertahanan. Keep on going https://t.co/K9fC4XlpxP","1833515844992963053","https://pbs.twimg.com/media/GXH08PVbEAAR4A5.jpg","","in","Terperangkap Offside","112","316","1706","https://x.com/FaktaSepakbola/status/1833515844992963053","1316071146","FaktaSepakbola"
"1846189756109279347","Tue Oct 15 14:01:53 +0000 2024","36","Timnas Indonesia 🇮🇩 di Ronde 3 Kualifikasi Piala Dunia 2026 Zona Asia: 0 MENANG 3 SERI 1 KALAH Garuda mengalami kekalahan perdana di Qingdao Tiongkok. https://t.co/eQ1P6d6qjb","1846189756109279347","https://pbs.twimg.com/media/GZ74xwzb0AEbule.jpg","","in","","0","1","9","https://x.com/fantasista_id/status/1846189756109279347","1339952806803820544","fantasista_id"
"1846197776281170306","Tue Oct 15 14:33:45 +0000 2024","77","KALENDER TIMNAS INDONESIA DI TAHUN 2024 [OKTOBER] Timnas U17 | Kualifikasi Piala Asia U17 2025 23/10: 🇰🇼 Kuwait vs Indonesia 🇮🇩 25/10: 🇲🇵 Mariana Island vs Indonesia 🇮🇩 27/10: 🇦🇺 Australia vs Indonesia 🇮🇩 [NOVEMBER] Timnas Senior | R3 Kualifikasi Piala Dunia 2026 https://t.co/mQlOxtAtYq","1846197776281170306","https://pbs.twimg.com/media/GZ8DF_kb0AEcIEb.jpg","","in","","2","10","33","https://x.com/gilabola_ina/status/1846197776281170306","1170153265444442113","gilabola_ina"
"1841311546536087589","Wed Oct 02 02:57:37 +0000 2024","10966","️ RESMI: 27 PEMAIN TIMNAS INDONESIA UNTUK KUALIFIKASI PIALA DUNIA ZONA ASIA RONDE KETIGA MATCHDAY 3 &amp; 4!!! 🇮🇩🇮🇩🇮🇩 Bahrain vs INDONESIA 10/10/2024 - 23.00 WIB China vs INDONESIA 15/10/2024 - 19.00 WIB BISMILLAH 6 POIN! https://t.co/Y8MnSlNVBP","1841311546536087589","https://pbs.twimg.com/media/GY2nFxzboAAnC4R.jpg","","in","","246","401","1448","https://x.com/idextratime/status/1841311546536087589","1222927522033094656","idextratime"
"1802196067443953947","Sun Jun 16 04:26:40 +0000 2024","8623","Kompetisi antar Kecamatan dikasih lapangan seMUlus ini sedangkan Kualifikasi Piala Dunia malah dikasih lapangan nggronjal kayak GBK.. https://t.co/nruu5tpVjq","1802196067443953947","https://pbs.twimg.com/amplify_video_thumb/1802195988200984576/img/6qgrQyVeo668Yzze.jpg","","in","Ngadi King of The South","140","343","1298","https://x.com/MafiaWasit/status/1802196067443953947","2794327166","MafiaWasit"
"1818233075245121810","Tue Jul 30 10:32:00 +0000 2024","8028","Kabarnya China akan memilih stadion yang jaraknya hampir 7 jam dari Bandara Beijing untuk menjamu Indonesia di kualifikasi Piala Dunia nanti. Ketum PSSI Pak Erick Thohir berencana akan mengerjai balik kalau memang negara lain akan mengerjai Indonesia. Jadi kita juga nanti https://t.co/gQF8IiIHmo","1818233075245121810","https://pbs.twimg.com/media/GTupV4abcAALScr.jpg","","in","","240","1003","589","https://x.com/gilabola_ina/status/1818233075245121810","1170153265444442113","gilabola_ina"
"1802663699842584995","Mon Jun 17 11:24:52 +0000 2024","10344"," Kevin Diks (27/RB-CB-LB) dan Ole Romeny (23/ST-RW-LW) sedang diupayakan untuk bisa bermain bersama timnas Indonesia dalam kualifikasi Piala Dunia ronde ketiga. 🇮🇩 Bung Ropan (Youtube) https://t.co/rSQGMB6OUY","1802663699842584995","https://pbs.twimg.com/media/GQRZE-RaEAAWANB.jpg","","in","","188","343","643","https://x.com/idextratime/status/1802663699842584995","1222927522033094656","idextratime"
"1844953386166387113","Sat Oct 12 04:08:59 +0000 2024","15","Kualifikasi Piala Dunia 2002 Indonesia 1 group dgn China 2 match terakhir tinggal away &amp; home 4 match home-away lawan Maladewa &amp; Kamboja sdh dilakukan dgn hasil menang semua total selisih gol 15-0. China memakai Kota Kunming didaerah pegunungan utk menjamu indo hasil 5-1 :( https://t.co/DPKJoP1SP7","1844953386166387113","https://pbs.twimg.com/media/GZqXJObaEAA4-A7.jpg","","in","Babylon, Candrabhāgā","1","2","7","https://x.com/Mah5Utari/status/1844953386166387113","83767750","Mah5Utari"
"1844655831859724413","Fri Oct 11 08:26:37 +0000 2024","1186","Kontroversi kepemimpinan wasit Ahmed Al Kaf pada laga antara Timnas Indonesia melawan Bahrain dalam Kualifikasi Piala Dunia 2026 terus memanas. Laga kontroversial itu berakhir dengan skor 2-2 namun keputusan wasit asal Oman tersebut menuai kritik tajam dari berbagai pihak. https://t.co/babfO1mZAn","1844655831859724413","https://pbs.twimg.com/media/GZmItCcaUAAodYB.jpg","","in","","21","109","251","https://x.com/inilahdotcom/status/1844655831859724413","46693036","inilahdotcom"
"1775353721679184257","Wed Apr 03 02:44:46 +0000 2024","3720","WAHYU PRASETYO 🇮🇩 Mendapat panggilan Timnas Indonesia saat menghadapi Vietnam di Kualifikasi Piala Dunia 2026 bek andalan PSIS Semarang ini mengaku banyak mendapat pelajaran dari pemain abroad. Menurutnya ada banyak pelajaran penting yang bisa diambil dari Jay Idzes dan https://t.co/vtMDhtH5j4","1775353721679184257","https://pbs.twimg.com/media/GKNSzGva8AAGXyC.jpg","","in","Indonesia","95","275","469","https://x.com/indosupporter/status/1775353721679184257","110109093","indosupporter"
